EventId,Date,Time,Period,Actual,Forecast,Previous
IDR::Interest Rate Decision::none,2024-12-18,15:30,,6.00%,6.00%,6.00%
EUR::Austrian CPI::m/m,2024-12-18,16:00,nov,0.32%,0.30%,0.40%
EUR::Austrian CPI::y/y,2024-12-18,16:00,nov,1.88%,1.90%,1.80%
EUR::Austrian HICP::m/m,2024-12-18,16:00,nov,0.3%,0.3%,0.4%
EUR::Austrian HICP::y/y,2024-12-18,16:00,nov,1.9%,2.0%,1.8%
EUR::Slovak EU Normalized CPI::m/m,2024-12-18,16:00,nov,0.20%,0.20%,0.80%
EUR::Slovak EU Normalized CPI::y/y,2024-12-18,16:00,nov,3.60%,3.60%,3.50%
EUR::ECB's Lane Speaks::none,2024-12-18,17:00,,,,
EUR::German Buba President Nagel Speaks::none,2024-12-18,17:30,,,,
GBP::House Price Index::y/y,2024-12-18,17:30,,3.4%,3.1%,2.9%
EUR::Construction Output::m/m,2024-12-18,18:00,oct,0.97%,,-0.29%
EUR::CPI::m/m,2024-12-18,18:00,nov,-0.3%,-0.3%,0.3%
EUR::CPI::y/y,2024-12-18,18:00,nov,2.2%,2.3%,2.0%
EUR::CPI ex Tobacco::m/m,2024-12-18,18:00,nov,-0.3%,,0.3%
EUR::CPI ex Tobacco::y/y,2024-12-18,18:00,nov,2.1%,,1.9%
"EUR::CPI, n.s.a::none",2024-12-18,18:00,nov,126.62,126.67,127.03
EUR::Core CPI::m/m,2024-12-18,18:00,nov,-0.6%,-0.6%,0.2%
EUR::Core CPI::y/y,2024-12-18,18:00,nov,2.7%,2.7%,2.7%
EUR::HICP ex Energy & Food::y/y,2024-12-18,18:00,nov,2.7%,2.8%,2.7%
EUR::HICP ex Energy and Food::m/m,2024-12-18,18:00,nov,-0.4%,-0.4%,0.3%
GHS::PPI::y/y,2024-12-18,18:00,nov,26.90%,,33.00%
EUR::Resi Prop Prices::m/m,2024-12-18,19:00,oct,0.80%,,0.70%
EUR::Resi Prop Prices::y/y,2024-12-18,19:00,oct,9.70%,,9.90%
ILS::Exports (USD)::none,2024-12-18,19:00,nov,"4,766.5M",,"4,503.0M"
ILS::Imports (USD)::none,2024-12-18,19:00,nov,"7,451.0M",,"7,620.8M"
ILS::Trade Balance::none,2024-12-18,19:00,nov,"-2,684.5M",,"-3,117.8M"
GBP::CBI Industrial Trends Orders::none,2024-12-18,19:00,dec,-40,-22,-19
MXN::Aggregate Demand::q/q,2024-12-18,20:00,q3,1.20%,,0.40%
MXN::Aggregate Demand::y/y,2024-12-18,20:00,q3,2.30%,,2.10%
MXN::Private Spending::q/q,2024-12-18,20:00,q3,1.10%,,0.60%
MXN::Private Spending::y/y,2024-12-18,20:00,q3,2.90%,,3.30%
USD::MBA 30-Year Mortgage Rate::none,2024-12-18,20:00,,6.75%,,6.67%
USD::MBA Mortgage Applications::w/w,2024-12-18,20:00,,-0.7%,,5.4%
USD::MBA Purchase Index::none,2024-12-18,20:00,,157.1,,154.9
USD::Mortgage Market Index::none,2024-12-18,20:00,,224.0,,225.5
USD::Mortgage Refinance Index::none,2024-12-18,20:00,,617.5,,634.0
USD::Building Permits::none,2024-12-18,21:30,nov,1.505M,1.430M,1.419M
USD::Building Permits::m/m,2024-12-18,21:30,nov,6.1%,,-0.4%
USD::Housing Starts::none,2024-12-18,21:30,nov,1.289M,1.350M,1.312M
USD::Housing Starts::m/m,2024-12-18,21:30,nov,-1.8%,,-3.2%
USD::Current Account::none,2024-12-18,21:30,q3,-310.9B,-286.0B,-275.0B
CHF::SNB Quarterly Bulletin::none,2024-12-18,22:00,,,,
COP::Imports::y/y,2024-12-18,23:00,oct,6.60%,,4.40%
COP::Trade Balance (USD)::none,2024-12-18,23:00,oct,-1.052B,,-0.660B
USD::Atlanta Fed GDPNow::none,2024-12-18,23:30,q4,3.2%,3.1%,3.1%
USD::Crude Oil Imports::none,2024-12-18,23:30,,-1.131M,,-0.170M
USD::Crude Oil Inventories::none,2024-12-18,23:30,,-0.934M,-1.600M,-1.425M
USD::Cushing Crude Oil Inventories::none,2024-12-18,23:30,,0.108M,,-1.298M
USD::Distillate Fuel Production::none,2024-12-18,23:30,,-0.135M,,-0.086M
USD::EIA Refinery Crude Runs::w/w,2024-12-18,23:30,,-0.048M,,-0.251M
USD::EIA Weekly Distillates Stocks::none,2024-12-18,23:30,,-3.180M,0.800M,3.235M
USD::EIA Weekly Refinery Utilization Rates::w/w,2024-12-18,23:30,,-0.6%,,-0.9%
USD::Gasoline Inventories::none,2024-12-18,23:30,,2.348M,2.000M,5.086M
USD::Gasoline Production::none,2024-12-18,23:30,,-0.173M,,0.549M
USD::Heating Oil Stockpiles::none,2024-12-18,23:30,,-0.304M,,0.504M
RUB::PPI::m/m,2024-12-19,00:00,nov,1.0%,,-0.6%
RUB::PPI::y/y,2024-12-19,00:00,nov,3.9%,,2.7%
BRL::Foreign Exchange Flows::none,2024-12-19,01:30,,-4.146B,,-2.641B
ARS::Trade Balance::none,2024-12-19,03:00,nov,"1,234M",700M,888M
USD::Interest Rate Projection - 3rd Yr::none,2024-12-19,03:00,q2,3.1%,,2.9%
ARS::Unemployment Rate::none,2024-12-19,03:00,q3,6.9%,7.7%,7.6%
USD::Interest Rate Projection - 1st Yr::none,2024-12-19,03:00,q4,3.9%,,3.4%
USD::Interest Rate Projection - 2nd Yr::none,2024-12-19,03:00,q4,3.4%,,2.9%
USD::Interest Rate Projection - Current::none,2024-12-19,03:00,q4,4.4%,,4.4%
USD::Interest Rate Projection - Longer::none,2024-12-19,03:00,q4,3.0%,,2.9%
USD::FOMC Economic Projections::none,2024-12-19,03:00,,,,
USD::FOMC Statement::none,2024-12-19,03:00,,,,
USD::Fed Interest Rate Decision::none,2024-12-19,03:00,,4.50%,4.50%,4.75%
AED::Interest Rate Decision::none,2024-12-19,03:20,,4.40%,,4.65%
BHD::Interest Rate Decision::none,2024-12-19,03:20,,5.25%,,5.50%
USD::FOMC Press Conference::none,2024-12-19,03:30,,,,
NZD::GDP::q/q,2024-12-19,05:45,q3,-1.0%,-0.2%,-1.1%
NZD::GDP::y/y,2024-12-19,05:45,q3,-1.5%,-0.4%,-0.5%
NZD::GDP Annual Average::none,2024-12-19,05:45,q3,0.1%,,0.6%
NZD::GDP Expenditure::q/q,2024-12-19,05:45,q3,-0.8%,,-0.8%
JPY::Foreign Bonds Buying::none,2024-12-19,07:50,,706.1B,,-639.1B
JPY::Foreign Investments in Japanese Stocks::none,2024-12-19,07:50,,-587.6B,,482.9B
NZD::ANZ Business Confidence::none,2024-12-19,08:00,dec,62.3,,64.9
AUD::MI Inflation Expectations::none,2024-12-19,08:00,dec,4.2%,,3.8%
NZD::NBNZ Own Activity::none,2024-12-19,08:00,dec,50.3%,,48.0%
AUD::Reserve Assets Total::none,2024-12-19,08:30,nov,98.3B,,98.1B
JPY::BoJ Interest Rate Decision::none,2024-12-19,10:55,,0.25%,0.25%,0.25%
JPY::BoJ Monetary Policy Statement::none,2024-12-19,10:55,,,,
EUR::Dutch Unemployment Rate::none,2024-12-19,13:30,nov,3.7%,,3.7%
JPY::BoJ Press Conference::none,2024-12-19,14:30,,,,
EUR::GfK German Consumer Climate::none,2024-12-19,15:00,jan,-21.3,-22.6,-23.1
CZK::Car Registration::m/m,2024-12-19,15:00,nov,-2.00%,,15.50%
EUR::Car Registration::m/m,2024-12-19,15:00,nov,1.4%,,22.4%
GBP::Car Registration::m/m,2024-12-19,15:00,nov,6.5%,,-47.6%
HUF::Car Registration::m/m,2024-12-19,15:00,nov,6.10%,,10.60%
PLN::Car Registration::m/m,2024-12-19,15:00,nov,2.20%,,16.00%
RON::Car Registration::m/m,2024-12-19,15:00,nov,-11.40%,,28.70%
CZK::Car Registration::y/y,2024-12-19,15:00,nov,6.30%,,9.00%
EUR::Car Registration::y/y,2024-12-19,15:00,nov,22.0%,,13.7%
GBP::Car Registration::y/y,2024-12-19,15:00,nov,-1.9%,,-6.0%
HUF::Car Registration::y/y,2024-12-19,15:00,nov,28.40%,,19.10%
PLN::Car Registration::y/y,2024-12-19,15:00,nov,17.90%,,17.60%
RON::Car Registration::y/y,2024-12-19,15:00,nov,-8.10%,,1.40%
EUR::French Car Registration::m/m,2024-12-19,15:00,nov,-1.6%,,-2.5%
EUR::French Car Registration::y/y,2024-12-19,15:00,nov,-12.7%,,-11.1%
EUR::German Car Registration::m/m,2024-12-19,15:00,nov,5.4%,,11.1%
EUR::German Car Registration::y/y,2024-12-19,15:00,nov,-0.5%,,6.0%
EUR::Italian Car Registration::m/m,2024-12-19,15:00,nov,-1.8%,,4.0%
EUR::Italian Car Registration::y/y,2024-12-19,15:00,nov,-10.8%,,-9.1%
CHF::Trade Balance::none,2024-12-19,15:00,nov,5.424B,6.200B,8.025B
PHP::Interest Rate Decision::none,2024-12-19,15:00,,5.75%,5.75%,6.00%
EUR::French Business Survey::none,2024-12-19,15:45,dec,97,96,97
TWD::Interest Rate::none,2024-12-19,16:00,q4,2.000%,2.000%,2.000%
KWD::Bank Lending::y/y,2024-12-19,16:20,nov,4.07%,,3.79%
TWD::M2 Money Supply::none,2024-12-19,16:20,nov,5.47%,,5.83%
TWD::M3 Money Supply::none,2024-12-19,16:20,nov,"63,476.8B",,"63,427.3B"
SEK::Interest Rate Decision::none,2024-12-19,16:30,,2.50%,2.50%,2.75%
SEK::Swedish Monetary Policy Meeting Minutes::none,2024-12-19,16:30,,,,
EUR::Current Account::none,2024-12-19,17:00,oct,25.8B,33.5B,38.8B
EUR::Current Account n.s.a.::none,2024-12-19,17:00,oct,32.0B,,51.5B
EUR::Spanish Trade Balance::none,2024-12-19,17:00,oct,-3.93B,,-3.30B
PLN::Corp. Sector Wages::y/y,2024-12-19,17:00,nov,10.5%,9.9%,10.2%
PLN::Employment Growth::y/y,2024-12-19,17:00,nov,-0.5%,-0.6%,-0.5%
PLN::Industrial Output::y/y,2024-12-19,17:00,nov,-1.5%,-0.2%,4.6%
PLN::PPI::y/y,2024-12-19,17:00,nov,-3.7%,-3.9%,-5.1%
ISK::CPI::m/m,2024-12-19,17:00,dec,0.4%,,0.1%
ISK::CPI::y/y,2024-12-19,17:00,dec,4.8%,,4.8%
NOK::Interest Rate Decision::none,2024-12-19,17:00,,4.50%,4.50%,4.50%
EUR::Spanish Consumer Confidence::none,2024-12-19,18:00,nov,80.6,,79.6
EUR::Belgium Consumer Confidence::none,2024-12-19,18:00,dec,-9,,-8
EUR::EU Leaders Summit::none,2024-12-19,18:00,,,,
EUR::Portuguese Current Account::none,2024-12-19,19:00,oct,6.800B,,6.202B
BRL::Auto Production::m/m,2024-12-19,19:00,nov,-5.2%,,8.3%
BRL::Auto Sales::m/m,2024-12-19,19:00,nov,-4.3%,,12.1%
BRL::BCB Inflation Report::none,2024-12-19,19:00,,,,
BRL::BCB National Monetary Council Meeting::none,2024-12-19,19:00,,,,
TRY::Gross FX Reserves::none,2024-12-19,19:30,,98.18B,,95.01B
TRY::Net FX Reserves::none,2024-12-19,19:30,,65.48%,,65.07%
GBP::BoE Interest Rate Decision::none,2024-12-19,20:00,dec,4.75%,4.75%,4.75%
GBP::BoE MPC vote cut::none,2024-12-19,20:00,dec,3,2,8
GBP::BoE MPC vote hike::none,2024-12-19,20:00,dec,0,0,0
GBP::BoE MPC vote unchanged::none,2024-12-19,20:00,dec,6,7,1
GBP::BoE MPC Meeting Minutes::none,2024-12-19,20:00,,,,
RUB::Central Bank reserves (USD)::none,2024-12-19,21:00,,618.2B,,614.4B
CAD::Average Weekly Earnings::y/y,2024-12-19,21:30,oct,5.25%,,4.95%
USD::Philadelphia Fed Manufacturing Index::none,2024-12-19,21:30,dec,-16.4,2.9,-5.5
USD::Philly Fed Business Conditions::none,2024-12-19,21:30,dec,30.7,,56.6
USD::Philly Fed CAPEX Index::none,2024-12-19,21:30,dec,18.80,,24.90
USD::Philly Fed Employment::none,2024-12-19,21:30,dec,6.6,,8.6
USD::Philly Fed New Orders::none,2024-12-19,21:30,dec,-4.3,,8.9
USD::Philly Fed Prices Paid::none,2024-12-19,21:30,dec,31.20,,26.60
USD::Core PCE Prices::none,2024-12-19,21:30,q3,2.20%,2.10%,2.80%
USD::Corporate Profits::q/q,2024-12-19,21:30,q3,-0.4%,0.0%,3.5%
USD::GDP::q/q,2024-12-19,21:30,q3,3.1%,2.8%,3.0%
USD::GDP Price Index::q/q,2024-12-19,21:30,q3,1.9%,1.9%,2.5%
USD::GDP Sales::none,2024-12-19,21:30,q3,3.3%,3.0%,1.9%
USD::PCE Prices::none,2024-12-19,21:30,q3,1.5%,1.5%,2.5%
USD::Real Consumer Spending::none,2024-12-19,21:30,q3,3.7%,3.5%,2.8%
USD::Continuing Jobless Claims::none,2024-12-19,21:30,,"1,874K","1,890K","1,879K"
USD::Initial Jobless Claims::none,2024-12-19,21:30,,220K,229K,242K
CZK::Interest Rate Decision::none,2024-12-19,21:30,,4.00%,4.00%,4.00%
USD::Jobless Claims 4-Week Avg.::none,2024-12-19,21:30,,225.50K,,224.25K
USD::Existing Home Sales::none,2024-12-19,23:00,nov,4.15M,4.09M,3.96M
USD::Existing Home Sales::m/m,2024-12-19,23:00,nov,4.8%,,3.4%
USD::US Leading Index::m/m,2024-12-19,23:00,nov,0.3%,-0.1%,-0.4%
USD::Natural Gas Storage::none,2024-12-19,23:30,,-125B,-123B,-190B
USD::KC Fed Composite Index::none,2024-12-20,00:00,dec,-4,,-2
USD::KC Fed Manufacturing Index::none,2024-12-20,00:00,dec,-5,,-4
USD::4-Week Bill Auction::none,2024-12-20,00:30,,4.230%,,4.240%
USD::8-Week Bill Auction::none,2024-12-20,00:30,,4.230%,,4.260%
USD::5-Year TIPS Auction::none,2024-12-20,02:05,,2.121%,,1.670%
QAR::Interest Rate Decision::m/m,2024-12-20,02:30,,5.10%,,5.40%
SAR::Interest Rate Decision::m/m,2024-12-20,02:30,,5.00%,,5.25%
MXN::Interest Rate Decision::none,2024-12-20,03:00,dec,10.00%,10.00%,10.25%
USD::Overall Net Capital Flow::none,2024-12-20,05:00,oct,203.60B,,398.90B
USD::TIC Net Long-Term Transactions::none,2024-12-20,05:00,oct,152.3B,,216.1B
USD::TIC Net Long-Term Transactions including Swaps::none,2024-12-20,05:00,oct,152.30B,,216.10B
"USD::US Foreign Buying, T-bonds::none",2024-12-20,05:00,oct,92.10B,,77.00B
KRW::PPI::m/m,2024-12-20,05:00,nov,0.1%,,-0.1%
KRW::PPI::y/y,2024-12-20,05:00,nov,1.4%,,1.0%
USD::Fed's Balance Sheet::none,2024-12-20,05:30,,"6,889B",,"6,897B"
USD::Reserve Balances with Federal Reserve Banks::none,2024-12-20,05:30,,3.237T,,3.274T
NZD::Exports::none,2024-12-20,05:45,nov,6.48B,,5.61B
NZD::Imports::none,2024-12-20,05:45,nov,6.92B,,7.27B
NZD::Trade Balance::m/m,2024-12-20,05:45,nov,-437M,"-1,951M","-1,658M"
NZD::Trade Balance::y/y,2024-12-20,05:45,nov,"-8,250M",,"-9,070M"
"JPY::CPI, n.s.a::m/m",2024-12-20,07:30,nov,0.4%,,0.6%
JPY::National CPI::m/m,2024-12-20,07:30,nov,0.6%,,0.4%
JPY::National CPI::y/y,2024-12-20,07:30,nov,2.9%,,2.3%
JPY::National Core CPI::y/y,2024-12-20,07:30,nov,2.7%,2.6%,2.3%
AUD::Housing Credit::none,2024-12-20,08:30,nov,0.5%,,0.5%
AUD::Private Sector Credit::m/m,2024-12-20,08:30,nov,0.5%,0.5%,0.6%
CNY::China Loan Prime Rate 5Y::none,2024-12-20,09:00,dec,3.60%,3.60%,3.60%
CNY::PBoC Loan Prime Rate::none,2024-12-20,09:00,,3.10%,3.10%,3.10%
NZD::Credit Card Spending::y/y,2024-12-20,10:00,nov,-3.2%,,0.3%
MYR::CPI::m/m,2024-12-20,12:00,nov,-0.10%,,0.20%
MYR::CPI::y/y,2024-12-20,12:00,nov,1.8%,2.1%,1.9%
EUR::Dutch Consumer Confidence::none,2024-12-20,13:30,dec,-26.0,,-25.0
EUR::Estonian PPI::m/m,2024-12-20,14:00,nov,-0.4%,,0.3%
EUR::Estonian PPI::y/y,2024-12-20,14:00,nov,-0.1%,,0.2%
EUR::Finnish Export Price Index::y/y,2024-12-20,14:00,nov,-0.5%,,-2.0%
EUR::Finnish Import Price Index::y/y,2024-12-20,14:00,nov,-1.7%,,-3.7%
EUR::Finnish PPI::y/y,2024-12-20,14:00,nov,-1.5%,,-2.3%
GBP::Core Retail Sales::m/m,2024-12-20,15:00,nov,0.3%,0.0%,-0.9%
GBP::Core Retail Sales::y/y,2024-12-20,15:00,nov,0.1%,0.7%,1.6%
NOK::Credit Indicator::y/y,2024-12-20,15:00,nov,3.6%,,3.8%
EUR::German PPI::m/m,2024-12-20,15:00,nov,0.5%,0.3%,0.2%
EUR::German PPI::y/y,2024-12-20,15:00,nov,0.1%,-0.3%,-1.1%
NOK::M3 Money Supply::none,2024-12-20,15:00,nov,"3,266.3B",,"3,211.5B"
SEK::PPI::m/m,2024-12-20,15:00,nov,3.1%,,0.5%
SEK::PPI::y/y,2024-12-20,15:00,nov,0.3%,,-1.3%
GBP::Public Sector Net Borrowing::none,2024-12-20,15:00,nov,11.25B,15.50B,18.22B
GBP::Public Sector Net Cash Requirement::none,2024-12-20,15:00,nov,12.983B,,17.396B
GBP::Retail Sales::m/m,2024-12-20,15:00,nov,0.2%,0.5%,-0.7%
SEK::Retail Sales::m/m,2024-12-20,15:00,nov,-0.2%,,0.9%
DKK::Retail Sales::y/y,2024-12-20,15:00,nov,3.4%,,3.0%
GBP::Retail Sales::y/y,2024-12-20,15:00,nov,0.5%,0.8%,2.0%
SEK::Retail Sales::y/y,2024-12-20,15:00,nov,1.6%,,1.6%
DKK::Consumer Confidence::none,2024-12-20,15:00,dec,-13.1,,-9.3
TRY::Consumer Confidence::none,2024-12-20,15:00,dec,81.3,,79.8
TRY::End Year CPI Forecast::none,2024-12-20,15:00,dec,45.28%,,44.81%
DKK::Industrial Outlook::none,2024-12-20,15:00,dec,3.00%,,2.00%
NOK::Unemployment Change::none,2024-12-20,15:00,dec,78.40K,,77.99K
NOK::Unemployment Rate n.s.a.::none,2024-12-20,15:00,dec,2.00%,2.10%,2.00%
DKK::GDP::q/q,2024-12-20,15:00,q3,0.9%,1.2%,1.2%
DKK::GDP::y/y,2024-12-20,15:00,q3,3.1%,,3.4%
MYR::FX Reserves USD::none,2024-12-20,15:00,,118.1B,,118.3B
HUF::Gross Wages::y/y,2024-12-20,15:30,oct,12.9%,,12.5%
THB::Currency Swaps (USD)::none,2024-12-20,15:30,,26.7B,,26.5B
THB::Foreign Reserves (USD)::none,2024-12-20,15:30,,237.9B,,239.3B
EUR::French PPI::m/m,2024-12-20,15:45,nov,3.2%,,0.9%
EUR::PPI::y/y,2024-12-20,15:45,nov,-5.20%,,-6.00%
EUR::Slovak Current Account::none,2024-12-20,16:00,oct,-303.0M,,-354.0M
TWD::Export Orders::y/y,2024-12-20,16:00,nov,3.3%,,4.9%
TRY::Foreign Arrivals::y/y,2024-12-20,16:00,nov,8.25%,,9.25%
SEK::Consumer Confidence::none,2024-12-20,16:00,dec,96.7,,101.6
SEK::Manufacturing Confidence::none,2024-12-20,16:00,dec,96.5,,96.3
EUR::Lithuania Current Account::none,2024-12-20,16:00,q3,2.4%,,3.2%
HKD::CPI::m/m,2024-12-20,16:30,nov,0.00%,,0.20%
HKD::CPI::y/y,2024-12-20,16:30,nov,1.40%,1.50%,1.40%
EUR::Greek Current Account::y/y,2024-12-20,17:00,oct,-0.383B,,-0.316B
PLN::Retail Sales::y/y,2024-12-20,17:00,nov,3.4%,1.0%,2.3%
EUR::Slovak Unemployment Rate::none,2024-12-20,17:00,nov,4.9%,4.9%,4.9%
EUR::Italian Business Confidence::none,2024-12-20,17:00,dec,85.8,86.0,86.5
EUR::Italian Consumer Confidence::none,2024-12-20,17:00,dec,96.3,97.0,96.6
CZK::Foreign Debt (EUR)::none,2024-12-20,17:00,q3,201.56B,,195.72B
EUR::Italian Industrial Sales::m/m,2024-12-20,18:00,oct,0.50%,,-0.30%
EUR::Italian Industrial Sales::y/y,2024-12-20,18:00,oct,-5.30%,,-5.70%
RUB::Interest Rate Decision::none,2024-12-20,18:30,dec,21.00%,23.00%,21.00%
EUR::Italian PPI::m/m,2024-12-20,19:00,nov,1.2%,,0.7%
EUR::Italian PPI::y/y,2024-12-20,19:00,nov,-0.5%,,-2.8%
EUR::Latvian PPI::m/m,2024-12-20,19:00,nov,0.1%,,0.5%
EUR::Latvian PPI::y/y,2024-12-20,19:00,nov,-1.2%,,-1.3%
GBP::CBI Distributive Trades Survey::none,2024-12-20,19:00,dec,-15,-9,-18
BRL::FGV Consumer confidence::none,2024-12-20,19:00,dec,92.0,,95.6
"INR::FX Reserves, USD::none",2024-12-20,19:30,,652.87B,,654.86B
INR::RBI MPC Meeting Minutes::none,2024-12-20,19:30,,,,
RUB::CBR Press Conference::none,2024-12-20,20:00,,,,
USD::FOMC Member Daly Speaks::none,2024-12-20,20:30,,,,
CAD::Core Retail Sales::m/m,2024-12-20,21:30,oct,0.1%,0.2%,1.1%
CAD::Retail Sales::m/m,2024-12-20,21:30,oct,0.6%,0.7%,0.6%
USD::Core PCE Price Index::m/m,2024-12-20,21:30,nov,0.1%,0.2%,0.3%
USD::Core PCE Price Index::y/y,2024-12-20,21:30,nov,2.8%,2.9%,2.8%
USD::PCE Price index::y/y,2024-12-20,21:30,nov,2.4%,2.5%,2.3%
USD::PCE price index::m/m,2024-12-20,21:30,nov,0.1%,0.2%,0.2%
USD::Personal Income::m/m,2024-12-20,21:30,nov,0.3%,0.4%,0.7%
USD::Personal Spending::m/m,2024-12-20,21:30,nov,0.4%,0.5%,0.3%
USD::Real Personal Consumption::m/m,2024-12-20,21:30,nov,0.3%,,0.1%
EUR::Belgium NBB Business Climate::none,2024-12-20,22:00,dec,-13.8,-11.7,-11.1
TRY::Central Government Debt Stock::none,2024-12-20,22:30,nov,"9,004.6B",,"8,795.7B"
EUR::Consumer Confidence::none,2024-12-20,23:00,dec,-14.5,-14.0,-13.8
USD::Michigan 1-Year Inflation Expectations::none,2024-12-20,23:00,dec,2.8%,2.9%,2.6%
USD::Michigan 5-Year Inflation Expectations::none,2024-12-20,23:00,dec,3.0%,3.1%,3.2%
USD::Michigan Consumer Expectations::none,2024-12-20,23:00,dec,73.3,71.6,76.9
USD::Michigan Consumer Sentiment::none,2024-12-20,23:00,dec,74.0,74.0,71.8
USD::Michigan Current Conditions::none,2024-12-20,23:00,dec,75.1,77.7,63.9
CAD::Budget Balance::none,2024-12-21,00:00,oct,-1.49B,,-3.17B
CAD::Budget Balance::y/y,2024-12-21,00:00,oct,-14.50B,,-13.01B
USD::Atlanta Fed GDPNow::none,2024-12-21,00:00,q4,3.1%,3.2%,3.2%
COP::Interest Rate Decision::none,2024-12-21,02:00,dec,9.50%,9.25%,9.75%
USD::U.S. Baker Hughes Oil Rig Count::none,2024-12-21,02:00,,483,,482
USD::U.S. Baker Hughes Total Rig Count::none,2024-12-21,02:00,,589,,589
ARS::Economic Activity::y/y,2024-12-21,03:00,oct,-0.7%,-2.2%,-3.3%
ARS::Current Account (USD)::none,2024-12-21,03:00,q2,1.401B,,0.205B
AUD::CFTC AUD speculative net positions::none,2024-12-21,04:30,,-61.5K,,8.5K
USD::CFTC Aluminium speculative net positions::none,2024-12-21,04:30,,2.5K,,2.7K
BRL::CFTC BRL speculative net positions::none,2024-12-21,04:30,,-20.9K,,-16.4K
CAD::CFTC CAD speculative net positions::none,2024-12-21,04:30,,-182.1K,,-181.6K
CHF::CFTC CHF speculative net positions::none,2024-12-21,04:30,,-21.8K,,-35.0K
USD::CFTC Copper speculative net positions::none,2024-12-21,04:30,,5.9K,,11.0K
USD::CFTC Corn speculative net positions::none,2024-12-21,04:30,,221.8K,,224.4K
USD::CFTC Crude Oil speculative net positions::none,2024-12-21,04:30,,230.0K,,190.1K
EUR::CFTC EUR speculative net positions::none,2024-12-21,04:30,,-65.9K,,-75.6K
GBP::CFTC GBP speculative net positions::none,2024-12-21,04:30,,21.6K,,27.1K
USD::CFTC Gold speculative net positions::none,2024-12-21,04:30,,262.0K,,275.6K
JPY::CFTC JPY speculative net positions::none,2024-12-21,04:30,,6.0K,,25.8K
MXN::CFTC MXN speculative net positions::none,2024-12-21,04:30,,14.6K,,7.9K
NZD::CFTC NZD speculative net positions::none,2024-12-21,04:30,,-42.5K,,-28.2K
USD::CFTC Nasdaq 100 speculative net positions::none,2024-12-21,04:30,,36.1K,,35.6K
USD::CFTC Natural Gas speculative net positions::none,2024-12-21,04:30,,-128.2K,,-140.6K
USD::CFTC S&P 500 speculative net positions::none,2024-12-21,04:30,,-39.9K,,-83.3K
USD::CFTC Silver speculative net positions::none,2024-12-21,04:30,,40.3K,,41.2K
USD::CFTC Soybeans speculative net positions::none,2024-12-21,04:30,,-109.3K,,-86.2K
USD::CFTC Wheat speculative net positions::none,2024-12-21,04:30,,-79.3K,,-59.3K
NA::Zimbabwe - Unity Day::none,2024-12-23,All Day,,,,
EUR::Irish Consumer Confidence::none,2024-12-23,08:00,dec,73.9,,74.1
BWP::GDP::y/y,2024-12-23,08:30,q3,-4.30%,,-0.40%
BWP::GDP Quarterly::none,2024-12-23,08:30,q3,-2.90%,,1.40%
NZD::M3 Money Supply::none,2024-12-23,10:00,nov,424.4B,,419.0B
IDR::M2 Money Supply::y/y,2024-12-23,12:00,nov,7.00%,,6.80%
SGD::CPI::m/m,2024-12-23,13:00,nov,0.00%,,-0.30%
SGD::CPI::y/y,2024-12-23,13:00,nov,1.6%,1.8%,1.4%
SGD::Core CPI::y/y,2024-12-23,13:00,nov,1.90%,2.10%,2.10%
QAR::M2 Money Supply::y/y,2024-12-23,13:00,nov,2.50%,,1.70%
QAR::Total Credit::y/y,2024-12-23,13:00,nov,6.90%,,6.40%
KWD::CPI::m/m,2024-12-23,13:30,nov,0.15%,,0.07%
KWD::CPI::y/y,2024-12-23,13:30,nov,2.36%,,2.44%
EUR::Finnish Unemployment Rate::none,2024-12-23,14:00,nov,9.0%,,8.7%
EUR::German Import Price Index::m/m,2024-12-23,15:00,nov,0.9%,0.5%,0.6%
EUR::German Import Price Index::y/y,2024-12-23,15:00,nov,0.6%,,-0.8%
EUR::Lithuania Industrial Production::m/m,2024-12-23,15:00,nov,4.40%,,-6.50%
EUR::Lithuania Industrial Production::y/y,2024-12-23,15:00,nov,3.50%,,3.40%
NOK::Unemployment Rate::none,2024-12-23,15:00,nov,3.7%,,4.0%
GBP::Business Investment::q/q,2024-12-23,15:00,q3,1.9%,1.2%,1.8%
GBP::Business Investment::y/y,2024-12-23,15:00,q3,5.8%,4.5%,1.4%
GBP::Current Account::none,2024-12-23,15:00,q3,-18.1B,-22.9B,-24.0B
GBP::GDP::q/q,2024-12-23,15:00,q3,0.0%,0.1%,0.4%
GBP::GDP::y/y,2024-12-23,15:00,q3,0.9%,1.0%,0.7%
HUF::Trade Balance (EUR)::m/m,2024-12-23,15:30,oct,"1,039.0M",965.0M,949.0M
HUF::Current Account (EUR)::q/q,2024-12-23,15:30,q3,0.701B,0.730B,2.047B
TWD::Industrial Production::y/y,2024-12-23,16:00,nov,10.29%,,8.81%
CHF::M3 Money Supply::none,2024-12-23,16:00,nov,"1,155.9B",,"1,148.4B"
TWD::Unemployment Rate::none,2024-12-23,16:00,nov,3.41%,,3.38%
EUR::Spanish GDP::q/q,2024-12-23,16:00,q3,0.8%,0.8%,0.8%
EUR::Spanish GDP::y/y,2024-12-23,16:00,q3,3.3%,3.4%,3.1%
EUR::Italian Trade Balance Non-EU::none,2024-12-23,17:00,nov,5.91B,,5.81B
PLN::Unemployment Rate::none,2024-12-23,17:00,nov,4.9%,5.0%,4.9%
