EventId,Date,Time,Actual,Forecast,Previous
EUR::italian ppi::m/m,2008-10-01,17:00,-0.10%,,-0.40%
EUR::italian ppi::y/y,2008-10-01,17:00,6.30%,,7.00%
EUR::italian retail sales::y/y,2008-10-01,17:00,0.91%,,-1.90%
EUR::italian trade balance eu::none,2008-10-01,17:00,0.86B,,-0.13B
EUR::italian trade balance non - eu::none,2008-10-01,17:00,-3.50B,,-2.25B
EUR::italian wage inflation::m/m,2008-10-01,17:00,0.00%,,0.00%
EUR::italian wage inflation::y/y,2008-10-01,17:00,4.00%,,4.20%
GBP::average earnings ex bonus::none,2008-10-01,17:00,3.30%,,3.40%
GBP::boe consumer credit::none,2008-10-01,17:00,0.02B,,0.83B
GBP::core ppi output::m/m,2008-10-01,17:00,0.60%,,0.30%
GBP::core ppi output::y/y,2008-10-01,17:00,5.00%,,4.40%
GBP::core rpi::m/m,2008-10-01,17:00,0.60%,,0.30%
GBP::core rpi::y/y,2008-10-01,17:00,5.50%,,5.20%
GBP::industrial production::y/y,2008-10-01,17:00,-2.20%,,-2.00%
GBP::manufacturing production::y/y,2008-10-01,17:00,-3.60%,,-2.70%
GBP::mortgage lending::none,2008-10-01,17:00,1.20B,,0.24B
GBP::ppi input::y/y,2008-10-01,17:00,24.20%,,29.80%
GBP::ppi output::y/y,2008-10-01,17:00,8.30%,,8.60%
GBP::public sector net cash requirement::none,2008-10-01,17:00,40.13B,,13.99B
GBP::rpi::m/m,2008-10-01,17:00,0.60%,,0.30%
GBP::cpi::m/m,2008-10-01,17:00,0.50%,,0.60%
GBP::core retail sales::m/m,2008-10-01,17:00,-0.10%,,0.20%
GBP::core retail sales::y/y,2008-10-01,17:00,-0.60%,,-0.30%
GBP::halifax house price index::y/y,2008-10-01,17:00,-12.40%,,-10.90%
GBP::nationwide hpi::y/y,2008-10-01,17:00,-12.40%,,-10.50%
GBP::retail sales::y/y,2008-10-01,17:00,1.80%,,3.30%
GBP::trade balance non - eu::none,2008-10-01,17:00,-4.85B,,-6.08B
INR::bank loan growth::none,2008-10-01,17:00,25.74%,,25.62%
INR::cash reserve ratio::none,2008-10-01,17:00,9.00%,,8.75%
INR::cumulative industrial production::none,2008-10-01,17:00,5.00%,,4.80%
KRW::cpi::m/m,2008-10-01,17:00,0.10%,,-0.20%
KRW::cpi::y/y,2008-10-01,17:00,5.10%,,5.60%
KRW::consumer confidence::none,2008-10-01,17:00,93.00,,94.00
KRW::current account::none,2008-10-01,17:00,-0.56B,,-4.13B
KRW::export price index::y/y,2008-10-01,17:00,27.40%,,21.90%
KRW::exports::y/y,2008-10-01,17:00,27.60%,,18.10%
KRW::fx reserves - usd::none,2008-10-01,17:00,239.67B,,243.20B
KRW::import price index::y/y,2008-10-01,17:00,42.60%,,42.60%
KRW::imports::y/y,2008-10-01,17:00,45.40%,,36.40%
KRW::industrial production::m/m,2008-10-01,17:00,-0.90%,,0.10%
KRW::industrial production::y/y,2008-10-01,17:00,6.60%,,2.20%
KRW::interest rate decision::none,2008-10-01,17:00,5.25%,,5.25%
KRW::m2 money supply::none,2008-10-01,17:00,12.00%,,13.40%
KRW::manufacturing bsi index::none,2008-10-01,17:00,79.00,,80.00
KRW::ppi::m/m,2008-10-01,17:00,-0.40%,,-0.30%
KRW::ppi::y/y,2008-10-01,17:00,11.30%,,12.30%
KRW::service sector output::m/m,2008-10-01,17:00,-0.20%,,-0.10%
KRW::trade balance::none,2008-10-01,17:00,0.00B,,-3.81B
KRW::unemployment rate::none,2008-10-01,17:00,3.20%,,3.30%
MXN::1st half - month cpi::none,2008-10-01,17:00,0.44%,,0.31%
MXN::1st half - month core cpi::none,2008-10-01,17:00,0.41%,,0.23%
MXN::consumer confidence::none,2008-10-01,17:00,86.80,,88.10
MXN::consumer confidence n.s.a.::none,2008-10-01,17:00,88.60,,89.60
MXN::core cpi::m/m,2008-10-01,17:00,0.58%,,0.41%
MXN::economic activity::m/m,2008-10-01,17:00,-0.69%,,-0.80%
MXN::economic activity::y/y,2008-10-01,17:00,1.38%,,0.10%
MXN::fiscal balance::none,2008-10-01,17:00,13.86B,,34.36B
MXN::gross fixed investments::m/m,2008-10-01,17:00,-2.76%,,-3.95%
MXN::gross fixed investments::y/y,2008-10-01,17:00,3.02%,,3.95%
MXN::industrial production::m/m,2008-10-01,17:00,-1.40%,,-0.24%
MXN::industrial production::y/y,2008-10-01,17:00,-1.46%,,-1.17%
MXN::retail sales::m/m,2008-10-01,17:00,-0.17%,,-1.36%
MXN::trade balance::none,2008-10-01,17:00,-2.94B,,-2.28B
MXN::trade balance (usd)::none,2008-10-01,17:00,-2.36B,,-1.70B
MXN::unemployment rate::none,2008-10-01,17:00,3.88%,,3.78%
MXN::unemployment rate n.s.a.::none,2008-10-01,17:00,4.14%,,4.06%
MXN::cpi::m/m,2008-10-01,17:00,0.68%,,0.58%
MXN::cpi::y/y,2008-10-01,17:00,5.47%,,5.57%
MXN::interest rate decision::none,2008-10-01,17:00,8.25%,,8.25%
SEK::cpif (cpi at constant interest rates)::m/m,2008-10-01,17:00,0.90%,,0.10%
SEK::cpif (cpi at constant interest rates)::y/y,2008-10-01,17:00,3.50%,,3.40%
SEK::consumer confidence::none,2008-10-01,17:00,80.10,,78.00
SEK::household lending growth::y/y,2008-10-01,17:00,10.05%,,10.46%
SEK::industrial new orders::y/y,2008-10-01,17:00,-9.74%,,-6.09%
SEK::industrial production::m/m,2008-10-01,17:00,-4.20%,,0.30%
SEK::industrial production::y/y,2008-10-01,17:00,-3.80%,,-1.20%
SEK::manufacturing confidence::none,2008-10-01,17:00,-15.00,,-14.00
SEK::manufacturing pmi::none,2008-10-01,17:00,42.30,,46.40
SEK::ppi::m/m,2008-10-01,17:00,0.61%,,0.09%
SEK::ppi::y/y,2008-10-01,17:00,5.01%,,5.14%
SEK::retail sales::m/m,2008-10-01,17:00,-1.10%,,0.70%
SEK::retail sales::y/y,2008-10-01,17:00,-1.10%,,2.20%
SEK::services pmi::m/m,2008-10-01,17:00,52.90,,50.40
SEK::trade balance::none,2008-10-01,17:00,8.80B,,0.30B
SEK::unemployment rate::none,2008-10-01,17:00,5.90%,,5.20%
SEK::cpi::m/m,2008-10-01,17:00,1.00%,,0.00%
SEK::cpi::y/y,2008-10-01,17:00,4.40%,,4.30%
SEK::interest rate decision::none,2008-10-01,17:00,4.72%,,4.50%
USD::core pce price index::y/y,2008-10-01,17:00,2.10%,,2.30%
USD::ism non - manufacturing prices::none,2008-10-01,17:00,72.40,,74.80
USD::jolts job openings::none,2008-10-01,17:00,3.21M,,3.58M
USD::all car sales::none,2008-10-01,17:00,6.39M,,6.90M
USD::all truck sales::none,2008-10-01,17:00,6.30M,,6.94M
USD::average weekly hours::none,2008-10-01,17:00,34.40,,34.50
USD::building permits::m/m,2008-10-01,17:00,-8.30%,,
USD::cb employment trends index::none,2008-10-01,17:00,109.60,,113.00
"USD::cpi index, n.s.a.::none",2008-10-01,17:00,218.78,,219.09
USD::chain store sales::m/m,2008-10-01,17:00,1.00%,,1.70%
USD::chain store sales::w/w,2008-10-01,17:00,-0.65%,,-0.17%
USD::chain store sales::y/y,2008-10-01,17:00,1.39%,,2.40%
USD::challenger job cuts::none,2008-10-01,17:00,95.09K,,88.74K
USD::chicago fed national activity::none,2008-10-01,17:00,-3.62,,-2.09
USD::cleveland cpi::m/m,2008-10-01,17:00,0.30%,,0.20%
USD::core cpi index::none,2008-10-01,17:00,216.71,,216.39
USD::dallas fed mfg business index::none,2008-10-01,17:00,-35.10,,-14.70
USD::dallas fed pce::none,2008-10-01,17:00,2.20%,,1.50%
USD::dallas fed services revenues::none,2008-10-01,17:00,-8.90,,1.80
USD::domestic truck sales::none,2008-10-01,17:00,5.26M,,5.93M
USD::durables excluding defense::m/m,2008-10-01,17:00,-0.60%,,-3.50%
USD::eia weekly distillates stocks::none,2008-10-01,17:00,-2.00M,,-0.25M
USD::factory orders ex transportation::m/m,2008-10-01,17:00,-5.50%,,-2.80%
USD::gasoline inventories::none,2008-10-01,17:00,-2.70M,,-3.73M
USD::goods orders non defense ex air::m/m,2008-10-01,17:00,-1.40%,,
USD::government payrolls::none,2008-10-01,17:00,-30.00K,,-1.00K
USD::house price index::none,2008-10-01,17:00,201.60,,203.40
USD::house price index::y/y,2008-10-01,17:00,-9.30%,,-8.80%
USD::ism manufacturing new orders index::none,2008-10-01,17:00,41.80,,46.70
USD::ism non - manufacturing business activity::none,2008-10-01,17:00,50.40,,51.10
USD::ism non - manufacturing new orders::none,2008-10-01,17:00,49.50,,50.70
USD::ism - new york index::none,2008-10-01,17:00,403.90,,409.20
USD::jobless claims 4 - week avg.::none,2008-10-01,17:00,449.48K,,429.99K
USD::kc fed composite index::none,2008-10-01,17:00,-8.00,,6.00
USD::kc fed manufacturing index::none,2008-10-01,17:00,-12.00,,11.00
USD::mba 30 - year mortgage rate::none,2008-10-01,17:00,6.01%,,6.46%
USD::mba purchase index::none,2008-10-01,17:00,346.52,,323.13
USD::manufacturing payrolls::none,2008-10-01,17:00,-83.00K,,-72.00K
USD::manufacturing production::m/m,2008-10-01,17:00,-3.40%,,-1.20%
USD::michigan current conditions::none,2008-10-01,17:00,75.00,,69.30
USD::midwest manufacturing::none,2008-10-01,17:00,88.90,,92.50
USD::mortgage market index::none,2008-10-01,17:00,543.39,,430.10
USD::mortgage refinance index::none,2008-10-01,17:00,"1,690.57",,"1,055.04"
USD::nfib small business optimism::none,2008-10-01,17:00,92.90,,91.10
USD::natural gas storage::none,2008-10-01,17:00,67.77B,,81.24B
USD::overall net capital flow::none,2008-10-01,17:00,85.20B,,30.60B
USD::pending home sales index::none,2008-10-01,17:00,90.70,,88.70
USD::philly fed business conditions::none,2008-10-01,17:00,27.80,,22.20
USD::philly fed capex index::none,2008-10-01,17:00,12.80,,11.10
USD::philly fed new orders::none,2008-10-01,17:00,6.40,,-14.50
USD::philly fed prices paid::none,2008-10-01,17:00,34.20,,53.00
USD::real earnings::m/m,2008-10-01,17:00,-0.20%,,0.60%
USD::real personal consumption::m/m,2008-10-01,17:00,-0.70%,,0.00%
USD::redbook::m/m,2008-10-01,17:00,-1.20%,,-1.67%
USD::redbook::y/y,2008-10-01,17:00,1.30%,,1.83%
USD::retail sales ex gas/autos::m/m,2008-10-01,17:00,-1.20%,,-0.90%
USD::richmond manufacturing shipments::none,2008-10-01,17:00,-27.00,,-8.00
USD::richmond services index::none,2008-10-01,17:00,-13.00,,-4.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2008-10-01,17:00,-1.80%,,-1.40%
USD::tic net long - term transactions including swaps::none,2008-10-01,17:00,45.90B,,1.80B
USD::texas services sector outlook::none,2008-10-01,17:00,-30.50,,-12.80
"USD::us foreign buying, t - bonds::none",2008-10-01,17:00,20.10B,,32.80B
USD::continuing jobless claims::none,2008-10-01,17:00,"3,535.77K",,"3,387.14K"
USD::existing home sales::m/m,2008-10-01,17:00,1.90%,,1.00%
USD::export price index::m/m,2008-10-01,17:00,-0.80%,,-1.60%
USD::housing starts::m/m,2008-10-01,17:00,-2.80%,,-8.60%
USD::ism manufacturing employment::none,2008-10-01,17:00,42.10,,48.90
USD::ism non - manufacturing employment::none,2008-10-01,17:00,44.30,,45.20
USD::michigan 1 - year inflation expectations::none,2008-10-01,17:00,4.30%,,4.80%
USD::michigan 5 - year inflation expectations::none,2008-10-01,17:00,3.00%,,3.20%
USD::michigan consumer expectations::none,2008-10-01,17:00,70.90,,57.90
USD::new home sales::m/m,2008-10-01,17:00,-0.50%,,-8.80%
USD::philly fed employment::none,2008-10-01,17:00,-3.00,,-6.70
USD::private nonfarm payrolls::none,2008-10-01,17:00,-422.00K,,-258.00K
USD::retail control::m/m,2008-10-01,17:00,-1.50%,,-0.90%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2008-10-01,17:00,-1.80%,,-1.00%
USD::fed's balance sheet::none,2008-10-02,04:30,"1,503.99B",,"1,211.83B"
JPY::monetary base::y/y,2008-10-02,07:50,0.9%,,-0.2%
AUD::trade balance::none,2008-10-02,09:30,1.36B,0.26B,-0.72B
GBP::nationwide hpi::m/m,2008-10-02,14:00,-1.7%,-1.6%,-1.7%
EUR::ppi::m/m,2008-10-02,17:00,-0.5%,-0.5%,1.3%
EUR::ecb interest rate decision::none,2008-10-02,19:45,4.25%,4.25%,4.25%
USD::initial jobless claims::none,2008-10-02,20:30,497K,475K,493K
USD::factory orders::m/m,2008-10-02,22:00,-4.0%,-2.6%,1.3%
AUD::aig services index::none,2008-10-03,07:30,44.9,,39.3
AUD::mi inflation gauge::m/m,2008-10-03,08:30,0.4%,,0.1%
GBP::housing equity withdrawal::q/q,2008-10-03,16:30,-2.8B,2.5B,5.0B
EUR::retail sales::m/m,2008-10-03,17:00,0.3%,0.1%,-0.4%
USD::average hourly earnings::m/m,2008-10-03,20:30,0.2%,0.3%,0.4%
USD::nonfarm payrolls::none,2008-10-03,20:30,-159K,-100K,-84K
USD::unemployment rate::none,2008-10-03,20:30,6.1%,6.1%,6.1%
USD::u6 unemployment rate::none,2008-10-03,20:30,11.00%,,10.80%
USD::ism non - manufacturing pmi::none,2008-10-03,22:00,50.2,50.0,50.6
USD::u.s. baker hughes oil rig count::none,2008-10-04,01:00,422,,423
AUD::cftc aud speculative net positions::none,2008-10-04,03:30,-14.3K,,-19.5K
CAD::cftc cad speculative net positions::none,2008-10-04,03:30,-18.0K,,-18.7K
CHF::cftc chf speculative net positions::none,2008-10-04,03:30,-11.4K,,-8.1K
EUR::cftc eur speculative net positions::none,2008-10-04,03:30,-28.9K,,-31.1K
GBP::cftc gbp speculative net positions::none,2008-10-04,03:30,-33.0K,,-47.8K
JPY::cftc jpy speculative net positions::none,2008-10-04,03:30,43.0K,,31.9K
MXN::cftc mxn speculative net positions::none,2008-10-04,03:30,12.0K,,6.4K
NZD::cftc nzd speculative net positions::none,2008-10-04,03:30,-4.8K,,-4.6K
USD::cftc silver speculative net positions::none,2008-10-04,03:30,18.3K,,21.2K
USD::cftc gold speculative net positions::none,2008-10-04,03:30,117.8K,,121.0K
USD::cftc crude oil speculative net positions::none,2008-10-04,04:30,40.1k,,41.7k
EUR::sentix investor confidence::none,2008-10-06,16:30,-27.8,-27.1,-20.2
CAD::building permits::m/m,2008-10-06,20:30,-13.5%,-1.4%,1.8%
CAD::ivey pmi::none,2008-10-06,22:00,61.0,51.0,51.5
USD::fomc member fisher speaks::none,2008-10-07,01:30,,,
NZD::nzier business confidence::none,2008-10-07,05:00,-19,,-64
AUD::aig construction index::none,2008-10-07,06:30,31.8,,43.1
AUD::rba interest rate decision::none,2008-10-07,11:30,6.00%,6.50%,7.00%
JPY::leading index::none,2008-10-07,13:00,89.3,89.3,91.4
GBP::industrial production::m/m,2008-10-07,16:30,-0.6%,-0.2%,-0.4%
GBP::manufacturing production::m/m,2008-10-07,16:30,-0.4%,-0.2%,-0.2%
EUR::german factory orders::m/m,2008-10-07,18:00,3.6%,0.2%,-1.3%
EUR::ecb president trichet speaks::none,2008-10-07,21:30,,,0.00
JPY::boj interest rate decision::none,2008-10-07,Tentative,0.50%,0.50%,0.50%
USD::fed chairman bernanke speaks::none,2008-10-08,01:15,,,0.00
USD::fomc meeting minutes::none,2008-10-08,02:00,,,0.00
USD::consumer credit::none,2008-10-08,03:00,-7.90B,5.60B,4.60B
GBP::niesr gdp estimate::none,2008-10-08,07:00,-0.2%,,-0.2%
GBP::nationwide consumer confidence::none,2008-10-08,07:00,50,48,52
AUD::westpac consumer sentiment::none,2008-10-08,07:30,-11.00%,,7.00%
AUD::home loans::m/m,2008-10-08,08:30,-2.2%,-1.0%,-0.2%
JPY::economy watchers current index::none,2008-10-08,13:00,28.0,27.8,28.3
JPY::boj monthly report::none,2008-10-08,13:00,,,0.00
EUR::french government budget balance::none,2008-10-08,14:45,-67.6B,,-51.4B
EUR::french trade balance::none,2008-10-08,14:45,-5.4B,-4.7B,-4.8B
EUR::gdp::q/q,2008-10-08,17:00,-0.2%,-0.2%,0.7%
GBP::brc shop price index::y/y,2008-10-08,17:30,3.6%,,3.8%
CNY::pboc interest rate::none,2008-10-08,18:00,6.93%,,7.20%
EUR::german industrial production::m/m,2008-10-08,18:00,3.4%,-0.2%,-1.8%
CAD::boc interest rate decision::none,2008-10-08,19:00,2.50%,,3.00%
CHF::snb interest rate decision::none,2008-10-08,19:00,2.50%,,2.75%
EUR::ecb interest rate decision::none,2008-10-08,19:00,3.75%,,4.25%
GBP::boe interest rate decision::none,2008-10-08,19:00,4.50%,,5.00%
USD::fed interest rate decision::none,2008-10-08,19:00,1.50%,,2.00%
CAD::housing starts::none,2008-10-08,20:15,218.00K,207.00K,211.00K
USD::pending home sales::m/m,2008-10-08,22:00,7.4%,-1.5%,-3.2%
USD::crude oil inventories::none,2008-10-08,22:35,8.100M,,4.300M
USD::fed's balance sheet::none,2008-10-09,04:30,"1,591.59B",,"1,503.99B"
JPY::core machinery orders::m/m,2008-10-09,07:50,-14.5%,-3.0%,-3.9%
AUD::mi inflation expectations::none,2008-10-09,08:00,4.4%,,4.4%
AUD::employment change::none,2008-10-09,08:30,2.2K,,14.6K
AUD::unemployment rate::none,2008-10-09,08:30,4.3%,4.3%,4.1%
EUR::german wpi::m/m,2008-10-09,14:00,-0.6%,-0.5%,-1.8%
EUR::german trade balance::none,2008-10-09,14:00,13.1B,12.0B,11.8B
GBP::halifax house price index::m/m,2008-10-09,14:00,-1.3%,-1.8%,-1.8%
EUR::ecb economic bulletin::none,2008-10-09,16:00,,,
GBP::trade balance::none,2008-10-09,16:30,-8.2B,-7.6B,-7.7B
USD::initial jobless claims::none,2008-10-09,20:30,478K,475K,497K
USD::wholesale inventories::m/m,2008-10-09,22:00,0.8%,0.5%,1.4%
EUR::ecb president trichet speaks::none,2008-10-10,01:30,,,0.00
JPY::m2 money stock::y/y,2008-10-10,07:50,2.2%,2.4%,2.4%
JPY::monetary policy meeting minutes::none,2008-10-10,07:50,,,0.00
CHF::unemployment rate s.a.::none,2008-10-10,13:45,2.6%,2.5%,2.5%
EUR::french industrial production::m/m,2008-10-10,14:45,-0.4%,-0.7%,1.2%
EUR::italian industrial production::m/m,2008-10-10,16:00,1.4%,0.4%,-1.1%
CAD::employment change::none,2008-10-10,19:00,106.9K,11.0K,15.2K
CAD::unemployment rate::none,2008-10-10,19:00,6.1%,6.2%,6.1%
CAD::new housing price index::m/m,2008-10-10,20:30,0.0%,0.0%,0.1%
CAD::trade balance::none,2008-10-10,20:30,5.8B,4.6B,4.9B
USD::import price index::m/m,2008-10-10,20:30,-3.0%,-2.6%,-3.7%
USD::trade balance::none,2008-10-10,20:30,-59.1B,-59.5B,-62.2B
USD::u.s. baker hughes oil rig count::none,2008-10-11,01:00,429,,422
AUD::cftc aud speculative net positions::none,2008-10-11,03:30,-8.3K,,-14.3K
CAD::cftc cad speculative net positions::none,2008-10-11,03:30,-17.2K,,-18.0K
CHF::cftc chf speculative net positions::none,2008-10-11,03:30,-11.5K,,-11.4K
EUR::cftc eur speculative net positions::none,2008-10-11,03:30,-18.7K,,-28.9K
GBP::cftc gbp speculative net positions::none,2008-10-11,03:30,-35.2K,,-33.0K
JPY::cftc jpy speculative net positions::none,2008-10-11,03:30,39.8K,,43.0K
MXN::cftc mxn speculative net positions::none,2008-10-11,03:30,9.9K,,12.0K
NZD::cftc nzd speculative net positions::none,2008-10-11,03:30,-4.5K,,-4.8K
USD::cftc silver speculative net positions::none,2008-10-11,03:30,17.1K,,18.3K
USD::cftc gold speculative net positions::none,2008-10-11,03:30,111.6K,,117.8K
USD::cftc crude oil speculative net positions::none,2008-10-11,04:30,3.7k,,40.1k
USD::fomc member fisher speaks::none,2008-10-12,20:45,,,
JPY::boj governor shirakawa speaks::none,2008-10-13,08:30,,,
CHF::ppi::m/m,2008-10-13,15:15,-0.5%,-0.3%,-0.5%
GBP::ppi output::m/m,2008-10-13,16:30,0.3%,-0.4%,-0.6%
GBP::ppi input::m/m,2008-10-13,16:30,-1.2%,-1.5%,-2.0%
GBP::boe mpc member sentance speaks::none,2008-10-13,18:30,,,0.00
USD::sec kashkari speaks::none,2008-10-13,20:00,,,
GBP::brc retail sales monitor::y/y,2008-10-14,07:00,-1.5%,,-1.0%
JPY::ppi::y/y,2008-10-14,07:50,6.8%,6.6%,7.2%
AUD::nab business confidence::none,2008-10-14,08:30,-8,,-7
AUD::mi leading index::m/m,2008-10-14,09:00,-0.1%,,0.1%
JPY::household confidence::none,2008-10-14,13:00,31.4,30.2,30.1
EUR::french cpi::m/m,2008-10-14,14:45,-0.1%,0.0%,0.0%
GBP::cpi::y/y,2008-10-14,16:30,5.2%,5.0%,4.7%
GBP::core cpi::y/y,2008-10-14,16:30,2.2%,2.1%,2.0%
GBP::house price index::y/y,2008-10-14,16:30,3.4%,-1.1%,-0.3%
EUR::german zew economic sentiment::none,2008-10-14,17:00,-63.0,-51.1,-41.1
EUR::industrial production::m/m,2008-10-14,17:00,1.1%,1.1%,-0.3%
EUR::zew economic sentiment::none,2008-10-14,17:00,-62.7,-57.2,-40.9
CAD::new motor vehicle sales::m/m,2008-10-14,20:30,-2.3%,-1.0%,-0.8%
USD::ibd/tipp economic optimism::none,2008-10-14,22:00,41.1,44.5,45.8
EUR::ecb president trichet speaks::none,2008-10-15,00:15,,,0.00
USD::federal budget balance::none,2008-10-15,02:00,45.7B,47.0B,-111.9B
JPY::adjusted current account::none,2008-10-15,07:50,0.90T,1.15T,1.56T
AUD::rba bulletin::none,2008-10-15,08:30,,,0.00
JPY::industrial production::m/m,2008-10-15,12:30,-3.5%,-3.5%,-3.5%
EUR::german cpi::m/m,2008-10-15,14:00,-0.1%,-0.1%,-0.1%
GBP::average earnings index +bonus::none,2008-10-15,16:30,3.4%,3.5%,3.5%
GBP::claimant count change::none,2008-10-15,16:30,31.8K,35.5K,32.5K
GBP::unemployment rate::none,2008-10-15,16:30,5.7%,5.6%,5.5%
EUR::cpi::y/y,2008-10-15,17:00,3.6%,3.6%,3.6%
EUR::core cpi::y/y,2008-10-15,17:00,1.9%,1.9%,1.9%
USD::core retail sales::m/m,2008-10-15,20:30,-0.6%,-0.3%,-0.7%
USD::ppi::m/m,2008-10-15,20:30,-0.4%,-0.4%,-0.9%
USD::retail sales::m/m,2008-10-15,20:30,-1.2%,-0.6%,-0.3%
USD::core ppi::m/m,2008-10-15,20:30,0.4%,0.2%,0.2%
USD::ny empire state manufacturing index::none,2008-10-15,20:30,-24.6,-9.0,-7.4
USD::business inventories::m/m,2008-10-15,22:00,0.3%,0.5%,1.1%
ILS::cpi::y/y,2008-10-15,23:00,5.5%,,5%
USD::fed chairman bernanke speaks::none,2008-10-16,00:15,,,0.00
USD::beige book::none,2008-10-16,02:00,,,0.00
USD::fed's balance sheet::none,2008-10-16,04:30,"1,770.81B",,"1,591.59B"
NZD::business nz pmi::none,2008-10-16,07:00,47.0,47.0,45.7
CHF::retail sales::y/y,2008-10-16,15:15,0.0%,0.9%,6.2%
EUR::italian trade balance::none,2008-10-16,16:00,-2.12B,-1.20B,2.07B
CHF::zew expectations::none,2008-10-16,17:00,-91.1,,-44.4
CAD::manufacturing sales::m/m,2008-10-16,20:30,-3.70%,-0.70%,2.70%
USD::cpi::m/m,2008-10-16,20:30,0.0%,0.0%,-0.1%
USD::cpi::y/y,2008-10-16,20:30,4.9%,,5.4%
USD::core cpi::m/m,2008-10-16,20:30,0.4%,0.2%,0.2%
USD::initial jobless claims::none,2008-10-16,20:30,-4K,469K,478K
USD::core cpi::y/y,2008-10-16,20:30,2.5%,,2.5%
USD::tic net long - term transactions::none,2008-10-16,21:00,14.0B,28.0B,6.1B
USD::capacity utilization rate::none,2008-10-16,21:15,76.4%,78.0%,78.7%
USD::industrial production::m/m,2008-10-16,21:15,-2.8%,-0.7%,-1.1%
USD::philadelphia fed manufacturing index::none,2008-10-16,22:00,-37.5,,3.8
USD::crude oil inventories::none,2008-10-16,23:00,5.600M,,8.100M
USD::nahb housing market index::none,2008-10-17,01:00,14,17,18
JPY::tertiary industry activity index::m/m,2008-10-17,07:50,-1.4%,-0.8%,1.2%
AUD::import price index::q/q,2008-10-17,08:30,5.0%,0.5%,1.4%
JPY::boj governor shirakawa speaks::none,2008-10-17,14:35,,,
EUR::trade balance::none,2008-10-17,17:00,-6.1B,-5.4B,-6.4B
USD::building permits::none,2008-10-17,20:30,0.790M,0.840M,0.860M
USD::housing starts::none,2008-10-17,20:30,0.820M,0.870M,0.900M
USD::michigan consumer sentiment::none,2008-10-17,22:00,57.5,,70.3
USD::u.s. baker hughes oil rig count::none,2008-10-18,01:00,428,,429
AUD::cftc aud speculative net positions::none,2008-10-18,03:30,-7.0K,,-8.3K
CAD::cftc cad speculative net positions::none,2008-10-18,03:30,-17.9K,,-17.2K
CHF::cftc chf speculative net positions::none,2008-10-18,03:30,-13.1K,,-11.5K
EUR::cftc eur speculative net positions::none,2008-10-18,03:30,-30.1K,,-18.7K
GBP::cftc gbp speculative net positions::none,2008-10-18,03:30,-31.5K,,-35.2K
JPY::cftc jpy speculative net positions::none,2008-10-18,03:30,29.9K,,39.8K
MXN::cftc mxn speculative net positions::none,2008-10-18,03:30,3.1K,,9.9K
NZD::cftc nzd speculative net positions::none,2008-10-18,03:30,-4.6K,,-4.5K
USD::cftc silver speculative net positions::none,2008-10-18,03:30,16.9K,,17.1K
USD::cftc gold speculative net positions::none,2008-10-18,03:30,106.8K,,111.6K
USD::cftc crude oil speculative net positions::none,2008-10-18,04:30,-1.9k,,3.7k
GBP::rightmove house price index::m/m,2008-10-20,07:00,1.0%,,-1.0%
AUD::ppi::q/q,2008-10-20,08:30,2.0%,0.9%,1.0%
JPY::boj governor shirakawa speaks::none,2008-10-20,08:30,,,
EUR::german ppi::m/m,2008-10-20,14:00,0.3%,-0.5%,-0.6%
GBP::m4 money supply::m/m,2008-10-20,16:30,1.4%,0.9%,1.4%
GBP::public sector net borrowing::none,2008-10-20,16:30,8.1B,6.9B,10.4B
CAD::foreign securities purchases::none,2008-10-20,20:30,-0.73B,1.00B,-5.59B
CAD::wholesale sales::m/m,2008-10-20,20:30,-1.5%,-0.8%,2.3%
USD::fed chairman bernanke testifies::none,2008-10-20,22:00,,,
USD::us leading index::m/m,2008-10-20,23:00,0.3%,-0.2%,-0.9%
NZD::fpi::m/m,2008-10-21,05:45,0.6%,,2.7%
NZD::cpi::q/q,2008-10-21,05:45,1.5%,1.5%,1.6%
AUD::new motor vehicle sales::m/m,2008-10-21,08:30,0.4%,,-3.5%
NZD::credit card spending::y/y,2008-10-21,10:00,2.6%,,2.5%
AUD::rba governor stevens speaks::none,2008-10-21,10:10,,,
CHF::trade balance::none,2008-10-21,14:15,1.440B,1.200B,1.440B
GBP::cbi industrial trends orders::none,2008-10-21,18:00,-39,-30,-26
CAD::boc interest rate decision::none,2008-10-21,21:00,2.25%,2.00%,2.50%
NZD::visitor arrivals::m/m,2008-10-22,05:45,-6.0%,,-0.5%
USD::treasury secretary paulson speaks::none,2008-10-22,07:30,,,0.00
JPY::all industries activity index::m/m,2008-10-22,07:50,-1.8%,-1.6%,0.8%
AUD::cpi::q/q,2008-10-22,08:30,1.2%,1.0%,1.5%
AUD::trimmed mean cpi::q/q,2008-10-22,08:30,1.2%,1.1%,1.2%
EUR::italian retail sales::m/m,2008-10-22,16:00,-0.5%,0.1%,0.6%
GBP::boe mpc meeting minutes::none,2008-10-22,16:30,,,
CAD::core retail sales::m/m,2008-10-22,20:30,-0.3%,0.3%,0.4%
CAD::leading indicators::m/m,2008-10-22,20:30,-0.2%,0.1%,0.2%
CAD::retail sales::m/m,2008-10-22,20:30,-0.3%,-0.2%,0.1%
USD::crude oil inventories::none,2008-10-22,22:35,3.200M,,5.600M
